Code article,LIBELLE ARTICLE,FAMILLE ARTICLE,CONDITION,PU HT
11185,MORILLONS  500 G,CONSERVES LEGUMES ET PLATS PREPARES,TUBO,"108,22"
11201,CREME D'ARTICHAUT 4/4 GIO&CO,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"10,50"
11205,COEUR D'ARTICHAUT QUARTIER - MORCEAU 3/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"8,84"
11210,COEURS D'ARTICHAUT 4/4,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"2,96"
11260,FONDS D'ARTICHAUT 4/4,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"3,22"
11300,HARICOTS VERTS TF 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"5,39"
11301,HARICOTS VERTS TF 4/4,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"1,35"
11305,HARICOTS BEURRE  TF 4/4,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"2,02"
11320,HARICOTS BLANCS 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"4,99"
11321,HARICOTS BLANCS 4/4,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"1,14"
11330,HARICOTS ROUGES 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"5,24"
11331,HARICOTS ROUGES 4/4,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"1,44"
11340,FLAGEOLETS VERTS FINS 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"6,77"
11341,FLAGEOLETS VERTS 4/4,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"1,66"
11350,HARICOTS LINGOTS BLANCS - 500 G,CONSERVES LEGUMES ET PLATS PREPARES,ETUI,"2,05"
11351,HARICOT COCO BLANC 1KG,CONSERVES LEGUMES ET PLATS PREPARES,ETUI,"3,47"
11352,HARICOTS LINGOTS BLANCS - 1 KG,CONSERVES LEGUMES ET PLATS PREPARES,ETUI,"4,10"
11400,PETITS POIS TF 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"5,89"
11401,PETITS POIS TF 4/4,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"1,50"
11420,PETITS POIS CAROTTES T F 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"5,73"
11421,PETITS POIS TF CAROTTES 4/4,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"1,37"
11422,SALSIFIS COUPES 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"9,79"
11430,MACEDOINE DE LEGUMES 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"5,56"
11431,MACEDOINE DE LEGUMES 4/4,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"1,40"
11451,POMME DE TERRE 4/4,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"1,97"
11500,BETTERAVES EN DES 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"3,84"
11501,BETTERAVE EN DES 4/4,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"1,36"
11510,CELERIS RAVES 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"4,18"
11520,CAROTTES RAPEES 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"4,37"
11521,POIS CASSES VERTS 500G,CONSERVES LEGUMES ET PLATS PREPARES,ETUI,"1,81"
11525,CAROTTES RONDELLES 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"6,52"
11526,CAROTTES JEUNES 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"5,12"
11530,MAIS GRAIN  3/1 IMPORT,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"4,40"
11531,MAIS GRAIN 4/4 IMPORT,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"1,38"
11532,MAIS 1/2,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"0,90"
11533,MAIS EPIS JEUNE 1/2,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"0,92"
11534,MAIS EPIS GROS 5/4,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"2,74"
11538,MAIS EPI JEUNE 3/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"5,19"
11540,POIVRONS 3 COULEURS 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"7,65"
11541,POIVRONS ROUGES 3/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"5,58"
11542,POIVRONS ROUGES 4/4,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"2,14"
11545,POIVRONS ROUGES PIQUILLOS BTE 470 G,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"6,29"
11546,OIGNON EMINCES 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"11,55"
11550,LENTILLES 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"4,31"
11551,LENTILLES 4/4,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"1,59"
11554,LENTILLES VERTES - SAC 5 KG,CONSERVES LEGUMES ET PLATS PREPARES,SAC,"8,79"
11556,LENTILLES VERTES - 500 G,CONSERVES LEGUMES ET PLATS PREPARES,ETUI,"2,05"
11557,LENTILLES BLONDES 500 G,CONSERVES LEGUMES ET PLATS PREPARES,ETUI,"1,46"
11560,POIS CHICHES 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"4,38"
11561,POIS CHICHES 4/4,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"1,16"
11566,POIS CHICHE SECS  40/42 - SAC 5 KG,CONSERVES LEGUMES ET PLATS PREPARES,SAC,"15,26"
11567,POIS CHICHE SECS 500 G,CONSERVES LEGUMES ET PLATS PREPARES,ETUI,"2,44"
11570,POIREAUX BLANCS 3/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"4,26"
11580,OIGNONS PREFRITS  5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"6,47"
11581,OIGNONS FRITS 500G - CLASSIC FOODS,CONSERVES LEGUMES ET PLATS PREPARES,SACHE,"3,99"
11582,OIGNON RISSOLE SAC- 1 KG,CONSERVES LEGUMES ET PLATS PREPARES,SACHE,"9,69"
11590,ENDIVES 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"6,79"
11595,EPINARD BRANCHE 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"5,04"
11596,EPINARD BRANCHE 4/4,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"1,69"
11610,ASPERGES GROSSES 17-24 2/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"4,59"
11611,ASPERGES PIC NIC 1/4,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"1,39"
11613,ASPERGES 4/4 MARTIN'S,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"3,15"
11620,COEURS DE PALMIER 4/4,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"3,18"
11626,POUSSES DE HARICOT MUNGO 4/4,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"1,63"
11628,POUSSES DE BAMBOU 3/4,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"3,80"
11629,POUSSES DE BAMBOU 3/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"6,39"
11645,POMME DE TERRE LAMELLE - 2 KG,CONSERVES LEGUMES ET PLATS PREPARES,SAC,"3,12"
11650,POMME DE TERRE RONDE S/V - 2.K,CONSERVES LEGUMES ET PLATS PREPARES,SAC,"4,64"
11701,AUBERGINES GRILLEES A L'HUILE - BQ 950G,CONSERVES LEGUMES ET PLATS PREPARES,BARQU,"8,73"
11702,COURGETTES GRILLEES A L HUILE 950G,CONSERVES LEGUMES ET PLATS PREPARES,BARQU,"9,13"
11708,TARTARE DE TOMATES 1KG,CONSERVES LEGUMES ET PLATS PREPARES,UNI,"11,99"
11710,TOMATES SECHEES A L'HUILE - BQ 950G,CONSERVES LEGUMES ET PLATS PREPARES,BARQU,"7,71"
11715,TOMATES CONFITES 1.9K,CONSERVES LEGUMES ET PLATS PREPARES,SEAU,"23,61"
11725,CHAMPIGNONS SANGUINS - SEAU 3.5 KG,CONSERVES LEGUMES ET PLATS PREPARES,SEAU,"38,86"
11730,ARTICHAUTS GRILLES  HUILE - BQ 950 G,CONSERVES LEGUMES ET PLATS PREPARES,BARQU,"12,02"
11735,ARTICHAUTS COEURS COUPES SEAU 3 KG,CONSERVES LEGUMES ET PLATS PREPARES,SEAU,"27,49"
11742,POIVRONS GRILLES A L'HUILE - BQ 950G,CONSERVES LEGUMES ET PLATS PREPARES,BARQU,"8,69"
11746,POIVRONS LAMELLES J&R SEAU 3 KG,CONSERVES LEGUMES ET PLATS PREPARES,SEAU,"18,57"
11770,INVOLTINI SPECK RICOTTA BREB. 1KG,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"15,58"
11800,QUENELLE BROCHET 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"14,83"
11810,QUENELLE VOLAILLE 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"12,56"
11855,CHOUCROUTE BRASSERIE 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"8,89"
11895,ESCARGOTS BOURG. 4/4 - 8 DZ,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"12,90"
11900,RATATOUILLE 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"4,85"
11910,PIPERADE 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"8,16"
11920,FEUILLES DE VIGNE 2/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"7,39"
11940,TABOULE GARNITURE 5/1,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"8,46"
11941,SALADE TABOULE ORIENT 2.5 KG,CONSERVES LEGUMES ET PLATS PREPARES,BARQU,"7,00"
11950,MARRONS ENTIERS 4/4,CONSERVES LEGUMES ET PLATS PREPARES,BOITE,"5,60"
111102,TRUFFE ENTIERE KG,CONSERVES LEGUMES ET PLATS PREPARES,KG,"940,00"
12100,POIRES AU SIROP 5/1,CONSERVES DE FRUITS,BOITE,"6,00"
12101,POIRES SIROP 4/4 IMPORT MARTIN'S,CONSERVES DE FRUITS,BOITE,"1,99"
12110,POIRES SIROP 4/4 ST MAMET,CONSERVES DE FRUITS,BOITE,"2,78"
12211,ABRICOT SIROP 4/4 IMPORT,CONSERVES DE FRUITS,BOITE,"1,54"
12300,PECHES SIROP 5/1 VICTORIA,CONSERVES DE FRUITS,BOITE,"5,66"
12301,PECHE SIROP 4/4 IMPORT,CONSERVES DE FRUITS,BOITE,"1,26"
12310,PECHES SIROP 4/4  ST MAMET,CONSERVES DE FRUITS,BOITE,"2,35"
12400,ANANAS T. ENTIERES  3/1,CONSERVES DE FRUITS,BOITE,"5,71"
12405,ANANAS MORCEAUX 3/1,CONSERVES DE FRUITS,BOITE,"6,35"
12410,ANANAS T.E. 3/4,CONSERVES DE FRUITS,BOITE,"1,37"
12412,ANANAS MORCEAUX (BRISÉS) 3/4,CONSERVES DE FRUITS,BOITE,"1,39"
12415,ANANAS T.E 4/4,CONSERVES DE FRUITS,BOITE,"1,99"
12450,COCKTAIL DE FRUITS 5/1 VICTORIA,CONSERVES DE FRUITS,BOITE,"7,65"
12460,SALADE DE FRUITS FRAIS  SEAU 3 KG,CONSERVES DE FRUITS,SEAU,"14,99"
12461,SEGMENT DE PAMPLEMOUSSE 1KG,CONSERVES DE FRUITS,SEAU,"11,00"
12462,SEGMENT DE PAMPLEMOUSSE SEAU 3KG,CONSERVES DE FRUITS,SEAU,"14,44"
12463,SEGMENT D'ORANGE SEAU 3KG,CONSERVES DE FRUITS,SEAU,"14,44"
12465,COCKTAIL DE FRUITS 4/4,CONSERVES DE FRUITS,BOITE,"2,10"
12480,PAMPLEMOUSSE SEGMENTS 3/1,CONSERVES DE FRUITS,BOITE,"7,75"
12500,BIGAREAUX DENOYAUTES 4/4,CONSERVES DE FRUITS,BOITE,"2,96"
12520,AMARENA 3/1,CONSERVES DE FRUITS,BOITE,"22,22"
12521,AMARENA CERISE 4/4,CONSERVES DE FRUITS,BOITE,"10,01"
12540,LITCHEES 3/4,CONSERVES DE FRUITS,BOITE,"2,23"
12541,LITCHEES 3/1,CONSERVES DE FRUITS,BOITE,"13,10"
12580,QUETCHES DENOYAUTEES 2/1,CONSERVES DE FRUITS,BOITE,"5,70"
12600,COMPOTE DE POMME 5/1,CONSERVES DE FRUITS,BOITE,"6,34"
12601,COMPOTE DE POMME PATISSIERE 5/1,CONSERVES DE FRUITS,BOITE,"7,94"
12610,COMPOTE DE POMME 4/4,CONSERVES DE FRUITS,BOITE,"1,43"
12615,COMPOTE DE POMME X120,CONSERVES DE FRUITS,CARTO,"28,38"
12616,COMPOTE DE POMME 90GX72 GOURDES,CONSERVES DE FRUITS,CARTO,"53,08"
12617,COMPOTE DE POMME 90GX24 GOURDES - ANDROS,CONSERVES DE FRUITS,CARTO,"14,12"
12652,CREME DE MARRON  4/4,CONSERVES DE FRUITS,BOITE,"5,57"
12653,CREME MARRON VANILLE 5/1,CONSERVES DE FRUITS,BOITE,"24,64"
12655,CREME DE MARRON FAUGIER  4/4,CONSERVES DE FRUITS,BOITE,"6,20"
13010,NOIX DE COCO RAPEE 1 KG,FRUITS SECS,SACHE,"5,08"
13020,PIGNONS DE PIN 1KG,FRUITS SECS,SACHE,"39,93"
13030,RAISINS SECS BLONDS 1 KG,FRUITS SECS,SACHE,"5,75"
13035,RAISINS SULTAMINE BRUN  1 KG,FRUITS SECS,SACHE,"3,54"
13040,CERNEAUX DE NOIX ARL/INV. 1 KG,FRUITS SECS,SACHE,"11,71"
13045,CERNEAUX DE NOIX EXTRA MOITIE 1 KG,FRUITS SECS,SACHE,"16,03"
13050,PRUNEAUX DENOYAUTES 500G,FRUITS SECS,SACHE,"3,95"
13051,FIGUES SECHES 500G,FRUITS SECS,SACHE,"4,08"
13053,PRUNEAUX GEANT ENTIER 1 KG,FRUITS SECS,SACHE,"7,86"
13054,PRUNEAUX DENOYAUTES 1KG,FRUITS SECS,SACHE,"6,07"
13060,NOISETTES POUDRE BRUTE 1 KG,FRUITS SECS,SACHE,"36,16"
13061,NOISETTE HACHEE BLANCHIE 1 KG,FRUITS SECS,SACHE,"13,90"
13070,NOISETTES CRUES DECORT 1 KG,FRUITS SECS,SACHE,"15,15"
13071,NOISETTES EMONDEES ENT. 1 KG,FRUITS SECS,SACHE,"29,65"
13080,ABRICOTS SECS  1 KG,FRUITS SECS,SACHE,"4,88"
13100,AMANDES EFFILEES  1 KG,FRUITS SECS,SACHE,"14,10"
13105,AMANDES ENTIERES AVEC PEAU 1 KG,FRUITS SECS,SACHE,"15,99"
13110,AMANDES POUDRE 1 KG,FRUITS SECS,SACHE,"12,20"
13120,AMANDES EN BATONNETS  1 KG,FRUITS SECS,SACHE,"28,79"
13130,AMANDES HACHEES  1 KG,FRUITS SECS,SACHE,"12,65"
13140,AMANDES EMONDEES  1 KG,FRUITS SECS,SACHE,"18,06"
13151,NOIX DE PECAN 1KG,FRUITS SECS,SACHE,"33,96"
13152,NOIX DE CAJOU - SAC 1 KG,FRUITS SECS,SACHE,"19,72"
13155,MAIS POP CORN 1KG,FRUITS SECS,SACHE,"3,42"
13161,PISTACHES VERTE DECORTIQUEES 1KG,FRUITS SECS,SACHE,"46,14"
13165,PISTACHES HACHEES  1KG,FRUITS SECS,SACHE,"49,26"
13700,CACAHUETTES GRILLEES KREEK'S  1 KG,FRUITS SECS,SACHE,"6,39"
13740,MELANGE EXOTIQUE 1KG,FRUITS SECS,SACHE,"9,58"
23555,AMANDES ENROB. DE CACAO X200,FRUITS SECS,CARTO,"14,32"
14100,MIEL LIQUIDE 1 KG,CONFITURE - MIEL,SEAU,"6,58"
14110,MIEL A LA TRUFFE 150 G,CONFITURE - MIEL,UNI,"8,70"
14130,MIEL LIQUIDE SQUEEZE 500 G,CONFITURE - MIEL,SQUEE,"5,44"
14150,MIEL 20 G X 120 ALU,CONFITURE - MIEL,CARTO,"26,00"
14151,MIEL POT VERRE 30G X 60 BM,CONFITURE - MIEL,CARTO,"39,54"
14200,CONFITURES ASSORT. COUP ALU X 120,CONFITURE - MIEL,CARTO,"17,41"
14201,CONFITURES ASSORT. PLAST 30GX120,CONFITURE - MIEL,CARTO,"8,95"
14211,CONFITURE FRAISE PLAST 30GX120,CONFITURE - MIEL,CARTO,"9,84"
14212,CONFITURE ABRICOT PLAST 30GX120,CONFITURE - MIEL,CARTO,"9,84"
14214,GELEE DE GROSEILLE - BQ PL X 100,CONFITURE - MIEL,CARTO,"13,54"
14301,CONFITURE FRAISE 1 KG,CONFITURE - MIEL,POT,"3,39"
14302,CONFITURE MYRTILLE 1KG,CONFITURE - MIEL,POT,"6,84"
14303,CONFITURE DE LAIT 1.1 KG AMIGOS,CONFITURE - MIEL,POCHE,"13,59"
14305,CONFITURE ABRICOT POT VERRE 30GX60 B.M.,CONFITURE - MIEL,CARTO,"23,15"
14306,CONFITURE FRAISE POT VERRE 30GX60 B.M.,CONFITURE - MIEL,CARTO,"24,15"
14307,CONFITURE MYRTILLE POT VERRE 30GX60 B.M.,CONFITURE - MIEL,CARTO,"29,66"
14311,CONFITURE D'ABRICOT 1 KG,CONFITURE - MIEL,POT,"3,29"
14313,CONFITURE ORANGE P.VERRE 30GX60 B.M.,CONFITURE - MIEL,CARTO,"24,42"
14316,CONFITURE FRAMBOISE POT VERRE 30GX60 B.M,CONFITURE - MIEL,CARTO,"29,66"
14317,CONFITURE CERISE POT VERRE 30GX60 B.M.,CONFITURE - MIEL,CARTO,"25,03"
14318,GELEE FRAMB/GROSEILLE PV 30GX60 B.M.,CONFITURE - MIEL,CARTO,"27,72"
14319,CONFITURES ASSORT. PV 30GX60  B.M.,CONFITURE - MIEL,CARTO,"26,10"
14320,CONFITURE FRAISE COUP ALU 20G X 120 ST M,CONFITURE - MIEL,CARTO,"18,50"
14321,CONFITURE FRAMBOISE 1 KG,CONFITURE - MIEL,POT,"5,59"
14325,CONFITURE ABRICOT COUP ALU X 120,CONFITURE - MIEL,CARTO,"17,54"
14330,GELEE DE GROSEILLE 1 KG,CONFITURE - MIEL,POT,"3,52"
14335,CONFITURE ORANGE ALU X 120,CONFITURE - MIEL,CARTO,"16,31"
14340,CONFITURE FRAMBOISE 370 G BM,CONFITURE - MIEL,POT,"3,14"
14349,CONFITURE ORANGES AMERES 370 G BM,CONFITURE - MIEL,POT,"2,36"
14350,CONFITURE FIGUE 370 G BM,CONFITURE - MIEL,POT,"2,28"
14351,CONFITURE ABRICOT 370 G BM,CONFITURE - MIEL,POT,"2,11"
14352,CONFITURE FRAISE 370 G BM,CONFITURE - MIEL,POT,"2,61"
14353,GELEE DE GROSEILLES 450 G,CONFITURE - MIEL,POT,"1,85"
14354,CONFITURE DE MYRTILLES 370 G BM,CONFITURE - MIEL,POT,"2,85"
14355,CONFITURE DE CERISES GRIOTTES 370G BM,CONFITURE - MIEL,POT,"2,98"
14400,CONFITURE FRAISE 5/1,CONFITURE - MIEL,BOITE,"17,70"
999912,CONFITURE FIGUES P/V 28G X24,CONFITURE - MIEL,CARTO,"11,93"
15010,BIGAREAUX CONFITS 1 KG,PRODUITS DE  PATISSERIE,BOITE,"9,43"
15015,PATE A PISTACHE 1KG,PRODUITS DE  PATISSERIE,BOITE,"32,99"
15020,FRUITS CUBES TRICOLORES  1 KG,PRODUITS DE  PATISSERIE,BOITE,"6,84"
15060,PRALINE EN GRAINS BARRY 1KG,PRODUITS DE  PATISSERIE,BOITE,"16,90"
15061,PRALINE AMANDE/NOISETTE BARRY SEAU 1KG,PRODUITS DE  PATISSERIE,BOITE,"18,35"
15100,NAPPAGE BLOND SEAU 7 KG,PRODUITS DE  PATISSERIE,SEAU,"16,28"
15110,NAPPAGE BLOND 900G,PRODUITS DE  PATISSERIE,SEAU,"3,92"
15150,NAPPAGE ROUGE SEAU 6.5 KG,PRODUITS DE  PATISSERIE,SEAU,"16,74"
15160,NAPPAGE ROUGE 1 KG,PRODUITS DE  PATISSERIE,SEAU,"4,60"
15200,NAPPAGE CARAMEL ANCIENNE 1 L VAHINE,PRODUITS DE  PATISSERIE,BOUTE,"8,90"
15205,SAUCE DESS. CARAMEL DOCELLO 1L NESTLE,PRODUITS DE  PATISSERIE,BOUTE,"5,78"
15215,SAUCE DESS. CHOCOLAT DOCELLO 1L NESTLE,PRODUITS DE  PATISSERIE,BOUTE,"6,19"
15225,SAUCE DESSERT CAFE DOCELLO NESTLE,PRODUITS DE  PATISSERIE,BOUTE,"7,43"
15230,SAUCE FRUITS ROUGES DOCELLO NESTLE,PRODUITS DE  PATISSERIE,BOUTE,"6,91"
15231,SAUCE DESSERT FRAISE DOCELLO NESTLE,PRODUITS DE  PATISSERIE,BOUTE,"6,53"
15232,SCE DESS SENSATION PISTACHE NESTLE DOCE,PRODUITS DE  PATISSERIE,FLACO,"19,03"
15233,SCE DESS SENSATION CACAHUÈTE NESTLE DOCE,PRODUITS DE  PATISSERIE,FLACO,"14,86"
15234,SCE DESS SENSATION CHOCONUT NESTLE DOCE,PRODUITS DE  PATISSERIE,FLACO,"16,54"
15235,SCE DESS SENSATION NOISETTE NESTLE DOCE,PRODUITS DE  PATISSERIE,FLACO,"16,53"
15280,SAUCE PROFITEROLLES 3/1 NESTLE,PRODUITS DE  PATISSERIE,BOITE,"23,40"
15300,MOUSSE CHOCOLAT NESTLE 1.5 KG,PRODUITS DE  PATISSERIE,BOITE,"16,02"
15302,MOUSSE CHOCOLAT LAIT 54 G X 4,PRODUITS DE  PATISSERIE,LOT,"0,88"
15321,MOUSSE NOUGAT PREP ALSA 1 KG,PRODUITS DE  PATISSERIE,BOITE,"18,11"
15330,CREME BRULEE/RENV. DESHYDRATEE NESTLE,PRODUITS DE  PATISSERIE,BOITE,"9,97"
15354,PANNA COTTA 800G ALSA,PRODUITS DE  PATISSERIE,BOITE,"10,55"
15360,TIRAMISU PREPARATION 490G ALSA,PRODUITS DE  PATISSERIE,BOITE,"11,27"
15400,CARAMEL LIQUIDE 1.25 KG,PRODUITS DE  PATISSERIE,BOUTE,"4,95"
15420,EXTRAIT DE CAFE 1L,PRODUITS DE  PATISSERIE,BOUTE,"33,61"
15430,VANILLE AROME ARTIFICIEL 1 LITRE,PRODUITS DE  PATISSERIE,BOUTE,"7,99"
15431,COLORANT ROUGE 50 CL SEBALCE,PRODUITS DE  PATISSERIE,FLACO,"16,23"
15432,COLORANT JAUNE OEUF 50 CL SEBALCE,PRODUITS DE  PATISSERIE,FLACO,"15,80"
15433,COLORANT VERT 50 CL SEBALCE,PRODUITS DE  PATISSERIE,FLACO,"14,53"
15434,COLORANT ALIMENTAIRE FLACON 35G X12,PRODUITS DE  PATISSERIE,PAQUE,"17,87"
15445,EAU DE FLEUR D'ORANGER 1 L,PRODUITS DE  PATISSERIE,BOUTE,"3,19"
15450,VANILLE GOUSSES STE LUCIE - BT 50G,PRODUITS DE  PATISSERIE,BOCAL,"52,59"
15460,AROME ORANGE 50CL,PRODUITS DE  PATISSERIE,BOUTE,"19,41"
15505,PREP. GARNIT. FROID RICO 2.5 KG COMPLET,PRODUITS DE  PATISSERIE,SACHE,"10,50"
15510,CREME PATISSIERE CHAUD  MOENCH 1 KG,PRODUITS DE  PATISSERIE,SACHE,"6,99"
15515,CREME PATISSIERE A FROID 1 KG - COMPLET,PRODUITS DE  PATISSERIE,SACHE,"5,76"
15527,CREME PATISS. CHAUD 5KG MOENCH,PRODUITS DE  PATISSERIE,SACHE,"23,25"
15530,KREMFIX 750G ANCEL,PRODUITS DE  PATISSERIE,BOITE,"8,12"
15531,TANT POUR TANT BLANC 1KG,PRODUITS DE  PATISSERIE,SACHE,"18,00"
15540,GLUCOSE  POT 1 KG,PRODUITS DE  PATISSERIE,BOITE,"3,50"
15541,GLUCOSE SEAU X 7 KG,PRODUITS DE  PATISSERIE,SEAU,"26,27"
15545,FONDANT BLANC POT 1KG LEGAVE,PRODUITS DE  PATISSERIE,SEAU,"5,78"
15546,FONDANT BLANC SEAU 8 KG,PRODUITS DE  PATISSERIE,SEAU,"20,36"
15550,MAIZENA 700 G,PRODUITS DE  PATISSERIE,BOITE,"4,57"
15561,FECULE DE PDT 1 KG,PRODUITS DE  PATISSERIE,SACHE,"4,52"
15562,FECULE DE POMME DE TERRE 250G,PRODUITS DE  PATISSERIE,ETUI,"0,99"
15564,FECULE DE PDT SAC 5 KG,PRODUITS DE  PATISSERIE,SAC,"10,08"
15570,GELATINE TITANE 200F 1 KG SEBALCE,PRODUITS DE  PATISSERIE,BOITE,"20,75"
15575,GELATINE FEUILLE BRONZE 1 KG,PRODUITS DE  PATISSERIE,BOITE,"33,19"
15580,GELATINE  PLAQUE OR 475G - 225 FEUILLES,PRODUITS DE  PATISSERIE,BOITE,"24,37"
15581,GELATINE  PLAQUES OR 1KG,PRODUITS DE  PATISSERIE,BOITE,"45,16"
15582,PATE A TARTINER SPECULOOS 720G,PRODUITS DE  PATISSERIE,POT,"6,71"
15586,NUTELLA 1KG - POT,PRODUITS DE  PATISSERIE,POT,"6,90"
15587,NUTELLA 3KG POT,PRODUITS DE  PATISSERIE,POT,"21,50"
15590,AGAR AGAR POUDRE 25G,PRODUITS DE  PATISSERIE,SACHE,"1,68"
15591,AGAR AGAR POT 330 ML-165G,PRODUITS DE  PATISSERIE,POT,"17,71"
15600,PALETS CHOCOLAT 44% CEMOI 5 KG,PRODUITS DE  PATISSERIE,BOITE,"22,93"
15605,CHOCOLAT COUV. BLANC 30 % PIST. 5 KG,PRODUITS DE  PATISSERIE,BOITE,"41,64"
15610,CHOC. COUV. LACTEE 32.5 % 5 KG CEMOI,PRODUITS DE  PATISSERIE,BOITE,"39,19"
15630,MICRO COPEAUX CHOCO/ NOIR 2.5KG - BARRY,PRODUITS DE  PATISSERIE,BOITE,"19,81"
15635,CHOCOLAT COUV.LABO 72%  PIST.5 KG,PRODUITS DE  PATISSERIE,BOITE,"54,93"
15640,CHOCOLAT COUV. 50% PALETS. CEMOI 5 KG,PRODUITS DE  PATISSERIE,BOITE,"25,73"
15645,CHOCOLAT NOIR 50 % MINI GOUTTE 6KG,PRODUITS DE  PATISSERIE,BOITE,"33,00"
15655,CHOCOLAT COUV. NOIR 55%  5 KG,PRODUITS DE  PATISSERIE,BOITE,"37,52"
15665,PALETS CHOCOLAT 64% CEMOI 5 KG,PRODUITS DE  PATISSERIE,BOITE,"40,27"
15688,NUTELLA BARQ 15GX120,PRODUITS DE  PATISSERIE,CARTO,"23,90"
15691,CACAO POUDRE PLEIN AROME  1KG BARRY,PRODUITS DE  PATISSERIE,SAC,"10,32"
15710,VERMICELLES ARC EN CIEL - 1 KG,PRODUITS DE  PATISSERIE,ETUI,"8,99"
15711,VERMICELLES CHOCOLAT 1 KG,PRODUITS DE  PATISSERIE,ETUI,"8,99"
35948,COULIS EXOTIQUE PASSION 500ML SG,PRODUITS DE  PATISSERIE,SQUEE,"5,47"
35949,COULIS DE FRUITS ROUGES SG 500ML,PRODUITS DE  PATISSERIE,SQUEE,"5,64"
35950,PUREE DE FRAMBOISE POT 1KG SG,PRODUITS DE  PATISSERIE,POT,"8,90"
35951,PUREE DE MANGUE SG POT 1KG,PRODUITS DE  PATISSERIE,POT,"8,99"
35952,PUREE DE FRAISE SG POT 1KG,PRODUITS DE  PATISSERIE,POT,"7,38"
35953,PUREE DE PASSION POT 1KG SG,PRODUITS DE  PATISSERIE,POT,"10,20"
35954,PUREE D'ABRICOT SG POT 1K,PRODUITS DE  PATISSERIE,POT,"5,84"
